house,title,location,date_start,date_end,date_label,url,has_catalog,source,image
Watches of Knightsbridge,"Modern, Vintage & Military Timepieces",London,2025-06-07,2025-06-07,2025-06-07 14:00 BST,https://auctions.watchesofknightsbridge.com/auctions/9292/srwatc10067,True,Watches of Knightsbridge,https://cdn.globalauctionplatform.com/auctions-2025/srwatc10067/images/c295cbbe-3e75-4107-9dd1-e522afd5b787.jpg
Watches of Knightsbridge,"Modern, Vintage & Military Timepieces",London,2025-12-06,2025-12-06,2025-12-06 14:00 GMT,https://auctions.watchesofknightsbridge.com/auctions/9474/srwatc10068,True,Watches of Knightsbridge,https://cdn.globalauctionplatform.com/auctions-2025/srwatc10068/images/bf324b97-2b7e-489e-a4cc-5a0636510cc5.jpeg
Watches of Knightsbridge,"Modern, Vintage & Military Timepieces",London,2026-06-06,2026-06-06,2026-06-06 14:00 BST,https://auctions.watchesofknightsbridge.com/auctions/9656/srwatc10069,True,Watches of Knightsbridge,https://cdn.globalauctionplatform.com/auctions-2026/srwatc10069/images/a29fb1e0-456b-4c26-9e36-8aa485033f93.jpg
