house,title,location,date_start,date_end,date_label,url,has_catalog,source
Antiquorum,Important Modern & Vintage Timepieces,New York,2026-09-15,2026-09-15,"September 15th, 2026",https://www.antiquorum.swiss/upcoming-auctions-and-viewings/,False,Antiquorum
Antiquorum,Important Modern & Vintage Timepieces,Geneva,2026-11-07,2026-11-08,"November 7th -8th, 2026",https://www.antiquorum.swiss/upcoming-auctions-and-viewings/,False,Antiquorum
Antiquorum,Important Modern & Vintage Timepieces,Hong Kong,2026-11-29,2026-11-29,"November 29th, 2026",https://www.antiquorum.swiss/upcoming-auctions-and-viewings/,False,Antiquorum
